Geography,Period,VariableName,VariableValue,Product,Campaign,Creative,Outlet
4,2021-03-29,causal_1,27.19038603042825,Total,Total,Total,Total
4,2021-04-05,causal_1,12.206660831739862,Total,Total,Total,Total
4,2021-04-12,causal_1,2.0081032117839124,Total,Total,Total,Total
4,2021-04-19,causal_1,4.622674580569629,Total,Total,Total,Total
4,2021-04-26,causal_1,12.324114621117326,Total,Total,Total,Total
4,2021-05-03,causal_1,1.822723168271317,Total,Total,Total,Total
4,2021-05-10,causal_1,2.9470327754178833,Total,Total,Total,Total
4,2021-05-17,causal_1,13.480164003490662,Total,Total,Total,Total
4,2021-05-24,causal_1,0.9633583211230995,Total,Total,Total,Total
4,2021-05-31,causal_1,3.6984785435640277,Total,Total,Total,Total
4,2021-06-07,causal_1,6.689524200571252,Total,Total,Total,Total
4,2021-06-14,causal_1,1.2641501857058601,Total,Total,Total,Total
4,2021-06-21,causal_1,0.553439114515711,Total,Total,Total,Total
4,2021-06-28,causal_1,7.928320352016542,Total,Total,Total,Total
4,2021-07-05,causal_1,3.693559331542714,Total,Total,Total,Total
4,2021-07-12,causal_1,1.3013327383471773,Total,Total,Total,Total
4,2021-07-19,causal_1,10.093797249178978,Total,Total,Total,Total
4,2021-07-26,causal_1,1.0807314453846737,Total,Total,Total,Total
4,2021-08-02,causal_1,3.8073708196077565,Total,Total,Total,Total
4,2021-08-09,causal_1,0.6071274428611253,Total,Total,Total,Total
4,2021-08-16,causal_1,6.813136618523267,Total,Total,Total,Total
4,2021-08-23,causal_1,1.153686689141917,Total,Total,Total,Total
4,2021-08-30,causal_1,6.750566991891716,Total,Total,Total,Total
4,2021-09-06,causal_1,9.504451878774393,Total,Total,Total,Total
4,2021-09-13,causal_1,2.465670554645254,Total,Total,Total,Total
4,2021-09-20,causal_1,3.315003247403459,Total,Total,Total,Total
4,2021-09-27,causal_1,10.084829004448943,Total,Total,Total,Total
4,2021-10-04,causal_1,3.044926645838733,Total,Total,Total,Total
4,2021-10-11,causal_1,42.72583787782171,Total,Total,Total,Total
4,2021-10-18,causal_1,1.5458734874261681,Total,Total,Total,Total
4,2021-10-25,causal_1,0.9240693745749597,Total,Total,Total,Total
4,2021-11-01,causal_1,1.5298339849071279,Total,Total,Total,Total
4,2021-11-08,causal_1,0.9954091695778303,Total,Total,Total,Total
4,2021-11-15,causal_1,2.7252992536337115,Total,Total,Total,Total
4,2021-11-22,causal_1,1.0068634457009082,Total,Total,Total,Total
4,2021-11-29,causal_1,5.121040748958084,Total,Total,Total,Total
4,2021-12-06,causal_1,2.1828665133437637,Total,Total,Total,Total
4,2021-12-13,causal_1,21.132841921465428,Total,Total,Total,Total
4,2021-12-20,causal_1,0.4920750959064694,Total,Total,Total,Total
4,2021-12-27,causal_1,2.0591126350356275,Total,Total,Total,Total
4,2022-01-03,causal_1,13.48715145844393,Total,Total,Total,Total
4,2022-01-10,causal_1,2.8192067738314632,Total,Total,Total,Total
4,2022-01-17,causal_1,9.707200966905635,Total,Total,Total,Total
4,2022-01-24,causal_1,2.046930059656285,Total,Total,Total,Total
4,2022-01-31,causal_1,13.494422592742882,Total,Total,Total,Total
4,2022-02-07,causal_1,4.5504275349215355,Total,Total,Total,Total
4,2022-02-14,causal_1,1.5393680280828128,Total,Total,Total,Total
4,2022-02-21,causal_1,17.77369125471417,Total,Total,Total,Total
4,2022-02-28,causal_1,21.659970630433456,Total,Total,Total,Total
4,2022-03-07,causal_1,19.052861405050653,Total,Total,Total,Total
4,2022-03-14,causal_1,31.556565955715243,Total,Total,Total,Total
4,2022-03-21,causal_1,1.7325013020121884,Total,Total,Total,Total
4,2022-03-28,causal_1,4.567658246561488,Total,Total,Total,Total
4,2022-04-04,causal_1,5.812435332084614,Total,Total,Total,Total
4,2022-04-11,causal_1,24.17493465407623,Total,Total,Total,Total
4,2022-04-18,causal_1,5.884857711059075,Total,Total,Total,Total
4,2022-04-25,causal_1,5.10815076003143,Total,Total,Total,Total
4,2022-05-02,causal_1,1.3061854818245882,Total,Total,Total,Total
4,2022-05-09,causal_1,2.59387460954488,Total,Total,Total,Total
4,2022-05-16,causal_1,11.925238767619446,Total,Total,Total,Total
4,2022-05-23,causal_1,5.819485249854862,Total,Total,Total,Total
4,2022-05-30,causal_1,6.67368794451351,Total,Total,Total,Total
4,2022-06-06,causal_1,3.3109485272484007,Total,Total,Total,Total
4,2022-06-13,causal_1,1.0951565123391336,Total,Total,Total,Total
4,2022-06-20,causal_1,5.929747472637383,Total,Total,Total,Total
4,2022-06-27,causal_1,2.0635315032878374,Total,Total,Total,Total
4,2022-07-04,causal_1,5.441092918391977,Total,Total,Total,Total
4,2022-07-11,causal_1,1.4444345986506646,Total,Total,Total,Total
4,2022-07-18,causal_1,0.6216832172929596,Total,Total,Total,Total
4,2022-07-25,causal_1,4.3942464108001404,Total,Total,Total,Total
4,2022-08-01,causal_1,1.7917908188327718,Total,Total,Total,Total
4,2022-08-08,causal_1,5.99367523573397,Total,Total,Total,Total
4,2022-08-15,causal_1,2.8425751350778508,Total,Total,Total,Total
4,2022-08-22,causal_1,3.95546452829617,Total,Total,Total,Total
4,2022-08-29,causal_1,2.9773625538662185,Total,Total,Total,Total
4,2022-09-05,causal_1,0.6500964194695219,Total,Total,Total,Total
4,2022-09-12,causal_1,5.418355777084237,Total,Total,Total,Total
4,2022-09-19,causal_1,8.15125489199244,Total,Total,Total,Total
4,2022-09-26,causal_1,4.0482654781311,Total,Total,Total,Total
4,2022-10-03,causal_1,1.4955249990505581,Total,Total,Total,Total
4,2022-10-10,causal_1,0.952907810417199,Total,Total,Total,Total
4,2022-10-17,causal_1,1.9095405982288232,Total,Total,Total,Total
4,2022-10-24,causal_1,0.19258524103957894,Total,Total,Total,Total
4,2022-10-31,causal_1,0.6242537322851367,Total,Total,Total,Total
4,2022-11-07,causal_1,10.218868701604526,Total,Total,Total,Total
4,2022-11-14,causal_1,1.8390131948921669,Total,Total,Total,Total
4,2022-11-21,causal_1,8.780925497657746,Total,Total,Total,Total
4,2022-11-28,causal_1,7.759088247549166,Total,Total,Total,Total
4,2022-12-05,causal_1,5.867269256477575,Total,Total,Total,Total
4,2022-12-12,causal_1,6.977330835244944,Total,Total,Total,Total
4,2022-12-19,causal_1,2.03843356944633,Total,Total,Total,Total
4,2022-12-26,causal_1,4.402886420870388,Total,Total,Total,Total
5,2020-01-06,causal_1,0.00015749876034915387,Total,Total,Total,Total
5,2020-01-13,causal_1,0.0001435840013224528,Total,Total,Total,Total
5,2020-01-20,causal_1,3.766718499700076e-05,Total,Total,Total,Total
5,2020-01-27,causal_1,0.00020296467920571812,Total,Total,Total,Total
5,2020-02-03,causal_1,6.909946718652513e-05,Total,Total,Total,Total
5,2020-02-10,causal_1,0.00012937731535746116,Total,Total,Total,Total
5,2020-02-17,causal_1,0.00014165998173655894,Total,Total,Total,Total
5,2020-02-24,causal_1,0.0002542084696006904,Total,Total,Total,Total
5,2020-03-02,causal_1,0.00017754505202629038,Total,Total,Total,Total
5,2020-03-09,causal_1,0.00043952499369469955,Total,Total,Total,Total
5,2020-03-16,causal_1,0.0005194742296791806,Total,Total,Total,Total
5,2020-03-23,causal_1,4.287699470421432e-05,Total,Total,Total,Total
5,2020-03-30,causal_1,0.00022691229179491035,Total,Total,Total,Total
5,2020-04-06,causal_1,0.00023184536081940056,Total,Total,Total,Total
5,2020-04-13,causal_1,0.0003138488599860002,Total,Total,Total,Total
5,2020-04-20,causal_1,0.00017873378757897815,Total,Total,Total,Total
5,2020-04-27,causal_1,0.00042601139907749963,Total,Total,Total,Total
5,2020-05-04,causal_1,0.00045002842000499725,Total,Total,Total,Total
5,2020-05-11,causal_1,4.707869869687593e-05,Total,Total,Total,Total
5,2020-05-18,causal_1,0.0002918929377488373,Total,Total,Total,Total
5,2020-05-25,causal_1,3.155124308830926e-05,Total,Total,Total,Total
5,2020-06-01,causal_1,3.738292742911129e-05,Total,Total,Total,Total
5,2020-06-08,causal_1,9.322347208211743e-05,Total,Total,Total,Total
5,2020-06-15,causal_1,3.522710109431811e-05,Total,Total,Total,Total
5,2020-06-22,causal_1,0.00010282096350220682,Total,Total,Total,Total
5,2020-06-29,causal_1,0.00016910610635186322,Total,Total,Total,Total
5,2020-07-06,causal_1,6.551870046427382e-05,Total,Total,Total,Total
5,2020-07-13,causal_1,7.206936160931907e-05,Total,Total,Total,Total
5,2020-07-20,causal_1,1.2035871694105264e-05,Total,Total,Total,Total
5,2020-07-27,causal_1,0.00019280230526561514,Total,Total,Total,Total
5,2020-08-03,causal_1,0.00010936987815556945,Total,Total,Total,Total
5,2020-08-10,causal_1,8.836113740531101e-06,Total,Total,Total,Total
5,2020-08-17,causal_1,0.00017388739000386992,Total,Total,Total,Total
5,2020-08-24,causal_1,7.584709090101297e-05,Total,Total,Total,Total
5,2020-08-31,causal_1,0.0010588275800762885,Total,Total,Total,Total
5,2020-09-07,causal_1,7.782875078414726e-05,Total,Total,Total,Total
5,2020-09-14,causal_1,6.343495266076882e-05,Total,Total,Total,Total
5,2020-09-21,causal_1,1.6160490976729126e-05,Total,Total,Total,Total
5,2020-09-28,causal_1,6.7127594803694104e-06,Total,Total,Total,Total
5,2020-10-05,causal_1,9.237980599897328e-05,Total,Total,Total,Total
5,2020-10-12,causal_1,5.475026994942386e-05,Total,Total,Total,Total
5,2020-10-19,causal_1,2.9255042542981904e-05,Total,Total,Total,Total
5,2020-10-26,causal_1,0.00018958961492101435,Total,Total,Total,Total
5,2020-11-02,causal_1,9.025742502868874e-06,Total,Total,Total,Total
5,2020-11-09,causal_1,2.0896460284593796e-05,Total,Total,Total,Total
5,2020-11-16,causal_1,3.470455591378775e-05,Total,Total,Total,Total
5,2020-11-23,causal_1,2.303403444330113e-05,Total,Total,Total,Total
5,2020-11-30,causal_1,8.606929888509364e-05,Total,Total,Total,Total
5,2020-12-07,causal_1,6.105803373452896e-05,Total,Total,Total,Total
5,2020-12-14,causal_1,8.86506033595668e-05,Total,Total,Total,Total
5,2020-12-21,causal_1,0.00013937407036092544,Total,Total,Total,Total
5,2020-12-28,causal_1,2.6155436011632733e-05,Total,Total,Total,Total
5,2021-01-04,causal_1,0.00018809047865192836,Total,Total,Total,Total
5,2021-01-11,causal_1,1.1639406927076045e-05,Total,Total,Total,Total
5,2021-01-18,causal_1,7.151133628411996e-05,Total,Total,Total,Total
5,2021-01-25,causal_1,0.00010877513314154135,Total,Total,Total,Total
5,2021-02-01,causal_1,9.94474121114018e-05,Total,Total,Total,Total
5,2021-02-08,causal_1,9.563262620225724e-05,Total,Total,Total,Total
5,2021-02-15,causal_1,0.00016396553054211896,Total,Total,Total,Total
5,2021-02-22,causal_1,0.00022159231524010876,Total,Total,Total,Total
5,2021-03-01,causal_1,0.00019038686886371819,Total,Total,Total,Total
5,2021-03-08,causal_1,0.000122568315701044,Total,Total,Total,Total
5,2021-03-15,causal_1,6.739570580370059e-05,Total,Total,Total,Total
5,2021-03-22,causal_1,0.0001312518490703411,Total,Total,Total,Total
5,2021-03-29,causal_1,0.000271119549580974,Total,Total,Total,Total
5,2021-04-05,causal_1,0.00021477998261924046,Total,Total,Total,Total
5,2021-04-12,causal_1,6.098235635124647e-05,Total,Total,Total,Total
5,2021-04-19,causal_1,1.4329686321056847e-05,Total,Total,Total,Total
5,2021-04-26,causal_1,4.409380674462889e-06,Total,Total,Total,Total
5,2021-05-03,causal_1,3.6097945442052145e-05,Total,Total,Total,Total
5,2021-05-10,causal_1,9.773953686201418e-05,Total,Total,Total,Total
5,2021-05-17,causal_1,4.439381514043366e-05,Total,Total,Total,Total
5,2021-05-24,causal_1,0.0001597871700521911,Total,Total,Total,Total
5,2021-05-31,causal_1,6.21458847230812e-05,Total,Total,Total,Total
5,2021-06-07,causal_1,0.00012334137264505596,Total,Total,Total,Total
5,2021-06-14,causal_1,1.1408956651830484e-05,Total,Total,Total,Total
5,2021-06-21,causal_1,4.6858619907957646e-05,Total,Total,Total,Total
5,2021-06-28,causal_1,2.309035194302238e-05,Total,Total,Total,Total
5,2021-07-05,causal_1,0.0001792058330590699,Total,Total,Total,Total
5,2021-07-12,causal_1,2.3597096584649798e-05,Total,Total,Total,Total
5,2021-07-19,causal_1,6.262451299280802e-05,Total,Total,Total,Total
5,2021-07-26,causal_1,3.78220659845447e-05,Total,Total,Total,Total
5,2021-08-02,causal_1,8.82324814312806e-05,Total,Total,Total,Total
5,2021-08-09,causal_1,0.00014291012957234303,Total,Total,Total,Total
5,2021-08-16,causal_1,7.43691620255008e-05,Total,Total,Total,Total
5,2021-08-23,causal_1,9.191877650194255e-05,Total,Total,Total,Total
5,2021-08-30,causal_1,2.41307782464635e-05,Total,Total,Total,Total
5,2021-09-06,causal_1,0.00013260159466337175,Total,Total,Total,Total
5,2021-09-13,causal_1,0.00015482928909405186,Total,Total,Total,Total
5,2021-09-20,causal_1,3.5489817824581357e-05,Total,Total,Total,Total
5,2021-09-27,causal_1,2.649347659346663e-05,Total,Total,Total,Total
5,2021-10-04,causal_1,0.00012313859610792413,Total,Total,Total,Total
5,2021-10-11,causal_1,6.207894496842776e-05,Total,Total,Total,Total
5,2021-10-18,causal_1,8.464083707114266e-05,Total,Total,Total,Total
5,2021-10-25,causal_1,1.882432526726195e-05,Total,Total,Total,Total
5,2021-11-01,causal_1,5.155718650302345e-05,Total,Total,Total,Total
5,2021-11-08,causal_1,5.687339464624405e-05,Total,Total,Total,Total
5,2021-11-15,causal_1,3.2632386428138114e-05,Total,Total,Total,Total
5,2021-11-22,causal_1,1.7925361542411012e-05,Total,Total,Total,Total
5,2021-11-29,causal_1,3.0278766408783256e-05,Total,Total,Total,Total
5,2021-12-06,causal_1,0.0001598060580683329,Total,Total,Total,Total
5,2021-12-13,causal_1,0.00017117632706591565,Total,Total,Total,Total
5,2021-12-20,causal_1,5.488259445015403e-05,Total,Total,Total,Total
5,2021-12-27,causal_1,2.0688823644955478e-05,Total,Total,Total,Total
5,2022-01-03,causal_1,1.743688805016093e-05,Total,Total,Total,Total
5,2022-01-10,causal_1,0.00021416714788700546,Total,Total,Total,Total
5,2022-01-17,causal_1,0.00012735219433732383,Total,Total,Total,Total
5,2022-01-24,causal_1,5.387469571046026e-05,Total,Total,Total,Total
5,2022-01-31,causal_1,7.642062570685334e-05,Total,Total,Total,Total
5,2022-02-07,causal_1,0.0005326392865599615,Total,Total,Total,Total
5,2022-02-14,causal_1,3.251951856637362e-05,Total,Total,Total,Total
5,2022-02-21,causal_1,0.00011602396268638346,Total,Total,Total,Total
5,2022-02-28,causal_1,0.00039085421621830075,Total,Total,Total,Total
5,2022-03-07,causal_1,0.000284157627992432,Total,Total,Total,Total
5,2022-03-14,causal_1,2.538274520783733e-05,Total,Total,Total,Total
5,2022-03-21,causal_1,0.00016845834312271543,Total,Total,Total,Total
5,2022-03-28,causal_1,0.00021402787518124962,Total,Total,Total,Total
5,2022-04-04,causal_1,0.00017845472200222318,Total,Total,Total,Total
5,2022-04-11,causal_1,0.0001635392365447024,Total,Total,Total,Total
5,2022-04-18,causal_1,9.684962100821366e-05,Total,Total,Total,Total
5,2022-04-25,causal_1,7.743329951626016e-06,Total,Total,Total,Total
5,2022-05-02,causal_1,0.00011077960764777081,Total,Total,Total,Total
5,2022-05-09,causal_1,0.00024156420491136272,Total,Total,Total,Total
5,2022-05-16,causal_1,5.4750460031332136e-05,Total,Total,Total,Total
5,2022-05-23,causal_1,0.0003038085336188742,Total,Total,Total,Total
5,2022-05-30,causal_1,0.00014924495015098142,Total,Total,Total,Total
5,2022-06-06,causal_1,8.77156576001281e-05,Total,Total,Total,Total
5,2022-06-13,causal_1,4.634414192151025e-05,Total,Total,Total,Total
5,2022-06-20,causal_1,3.5807951293619464e-05,Total,Total,Total,Total
5,2022-06-27,causal_1,0.00010593462128489912,Total,Total,Total,Total
5,2022-07-04,causal_1,3.847551591136869e-05,Total,Total,Total,Total
5,2022-07-11,causal_1,7.426204337206396e-05,Total,Total,Total,Total
5,2022-07-18,causal_1,1.9272341287624996e-05,Total,Total,Total,Total
5,2022-07-25,causal_1,0.00016218360748181777,Total,Total,Total,Total
5,2022-08-01,causal_1,2.8517386601948823e-05,Total,Total,Total,Total
5,2022-08-08,causal_1,5.0732191036908875e-05,Total,Total,Total,Total
5,2022-08-15,causal_1,0.00022586245780565765,Total,Total,Total,Total
5,2022-08-22,causal_1,5.761046937420557e-05,Total,Total,Total,Total
5,2022-08-29,causal_1,3.3989877701318535e-05,Total,Total,Total,Total
5,2022-09-05,causal_1,7.210677555001909e-05,Total,Total,Total,Total
5,2022-09-12,causal_1,3.3601789984742775e-05,Total,Total,Total,Total
5,2022-09-19,causal_1,4.21928169676021e-05,Total,Total,Total,Total
5,2022-09-26,causal_1,9.936271632310741e-06,Total,Total,Total,Total
5,2022-10-03,causal_1,1.7282654028739205e-05,Total,Total,Total,Total
5,2022-10-10,causal_1,6.067685972018278e-05,Total,Total,Total,Total
5,2022-10-17,causal_1,3.008161419672983e-05,Total,Total,Total,Total
5,2022-10-24,causal_1,1.726162333371766e-05,Total,Total,Total,Total
5,2022-10-31,causal_1,4.444249933890809e-06,Total,Total,Total,Total
5,2022-11-07,causal_1,3.12953868961517e-05,Total,Total,Total,Total
5,2022-11-14,causal_1,5.248129587748514e-06,Total,Total,Total,Total
5,2022-11-21,causal_1,6.656552018607064e-06,Total,Total,Total,Total
5,2022-11-28,causal_1,3.682235939312527e-05,Total,Total,Total,Total
5,2022-12-05,causal_1,0.00013400068216615183,Total,Total,Total,Total
5,2022-12-12,causal_1,0.00014642339980875876,Total,Total,Total,Total
5,2022-12-19,causal_1,5.0307348181508213e-05,Total,Total,Total,Total
5,2022-12-26,causal_1,2.311418923683011e-05,Total,Total,Total,Total
6,2020-01-06,causal_1,5666.260482938805,Total,Total,Total,Total
6,2020-01-13,causal_1,4101.731106443358,Total,Total,Total,Total
6,2020-01-20,causal_1,1829.1486864982496,Total,Total,Total,Total
6,2020-01-27,causal_1,98540.40975511642,Total,Total,Total,Total
6,2020-02-03,causal_1,29759.604226312233,Total,Total,Total,Total
6,2020-02-10,causal_1,3564.44273517234,Total,Total,Total,Total
6,2020-02-17,causal_1,5878.815304070704,Total,Total,Total,Total
6,2020-02-24,causal_1,6123.611407284966,Total,Total,Total,Total
6,2020-03-02,causal_1,105715.66346901921,Total,Total,Total,Total
6,2020-03-09,causal_1,75243.98442132864,Total,Total,Total,Total
6,2020-03-16,causal_1,6059.726177436889,Total,Total,Total,Total
6,2020-03-23,causal_1,10770.238607117184,Total,Total,Total,Total
6,2020-03-30,causal_1,98637.78511797257,Total,Total,Total,Total
6,2020-04-06,causal_1,35837.920434781714,Total,Total,Total,Total
6,2020-04-13,causal_1,4129.206053530723,Total,Total,Total,Total
6,2020-04-20,causal_1,9911.22532976662,Total,Total,Total,Total
6,2020-04-27,causal_1,9981.28431940752,Total,Total,Total,Total
6,2020-05-04,causal_1,40815.568194592204,Total,Total,Total,Total
6,2020-05-11,causal_1,3035.2969479731773,Total,Total,Total,Total
6,2020-05-18,causal_1,19669.076651445408,Total,Total,Total,Total
6,2020-05-25,causal_1,11793.319136525908,Total,Total,Total,Total
6,2020-06-01,causal_1,46993.614767994746,Total,Total,Total,Total
6,2020-06-08,causal_1,3831.7448540873725,Total,Total,Total,Total
6,2020-06-15,causal_1,18662.34008137553,Total,Total,Total,Total
6,2020-06-22,causal_1,8424.101022891033,Total,Total,Total,Total
6,2020-06-29,causal_1,6565.950223456915,Total,Total,Total,Total
6,2020-07-06,causal_1,12540.28665815643,Total,Total,Total,Total
6,2020-07-13,causal_1,27127.880521772393,Total,Total,Total,Total
6,2020-07-20,causal_1,4104.7086180538645,Total,Total,Total,Total
6,2020-07-27,causal_1,7795.132662945811,Total,Total,Total,Total
6,2020-08-03,causal_1,19199.924791191217,Total,Total,Total,Total
6,2020-08-10,causal_1,765.3880009891526,Total,Total,Total,Total
6,2020-08-17,causal_1,10208.330612885531,Total,Total,Total,Total
6,2020-08-24,causal_1,79879.88668214667,Total,Total,Total,Total
6,2020-08-31,causal_1,24047.673742021478,Total,Total,Total,Total
6,2020-09-07,causal_1,18452.92616618588,Total,Total,Total,Total
6,2020-09-14,causal_1,1786.1034412229558,Total,Total,Total,Total
6,2020-09-21,causal_1,1466.7018774244175,Total,Total,Total,Total
6,2020-09-28,causal_1,2043.3456066194494,Total,Total,Total,Total
6,2020-10-05,causal_1,9580.868024675949,Total,Total,Total,Total
6,2020-10-12,causal_1,1372.1570887267308,Total,Total,Total,Total
6,2020-10-19,causal_1,2115.1272610322826,Total,Total,Total,Total
6,2020-10-26,causal_1,4070.6195937732127,Total,Total,Total,Total
6,2020-11-02,causal_1,804.7860589010343,Total,Total,Total,Total
6,2020-11-09,causal_1,1506.965726119652,Total,Total,Total,Total
6,2020-11-16,causal_1,4169.265083212764,Total,Total,Total,Total
6,2020-11-23,causal_1,3170.656213068706,Total,Total,Total,Total
6,2020-11-30,causal_1,1519.963765331691,Total,Total,Total,Total
6,2020-12-07,causal_1,29885.86297251081,Total,Total,Total,Total
6,2020-12-14,causal_1,12228.61990937405,Total,Total,Total,Total
6,2020-12-21,causal_1,21401.775521325526,Total,Total,Total,Total
6,2020-12-28,causal_1,14591.856251878518,Total,Total,Total,Total
6,2021-01-04,causal_1,10919.093032077855,Total,Total,Total,Total
6,2021-01-11,causal_1,14930.429841598449,Total,Total,Total,Total
6,2021-01-18,causal_1,21739.77013332175,Total,Total,Total,Total
6,2021-01-25,causal_1,2115.7811247669747,Total,Total,Total,Total
6,2021-02-01,causal_1,2804.884932372118,Total,Total,Total,Total
6,2021-02-08,causal_1,10593.800824728813,Total,Total,Total,Total
6,2021-02-15,causal_1,7627.030769017641,Total,Total,Total,Total
6,2021-02-22,causal_1,47032.18524193151,Total,Total,Total,Total
6,2021-03-01,causal_1,26524.03443605119,Total,Total,Total,Total
6,2021-03-08,causal_1,2774.1864196074184,Total,Total,Total,Total
6,2021-03-15,causal_1,40643.760579720794,Total,Total,Total,Total
6,2021-03-22,causal_1,41237.7321681119,Total,Total,Total,Total
6,2021-03-29,causal_1,5128.210216237258,Total,Total,Total,Total
6,2021-04-05,causal_1,9533.165498180459,Total,Total,Total,Total
6,2021-04-12,causal_1,4473.145499419927,Total,Total,Total,Total
6,2021-04-19,causal_1,14798.672232018565,Total,Total,Total,Total
6,2021-04-26,causal_1,12139.680530025134,Total,Total,Total,Total
6,2021-05-03,causal_1,7385.463089913549,Total,Total,Total,Total
6,2021-05-10,causal_1,5606.33724018089,Total,Total,Total,Total
6,2021-05-17,causal_1,6733.776134147189,Total,Total,Total,Total
6,2021-05-24,causal_1,17442.39537329081,Total,Total,Total,Total
6,2021-05-31,causal_1,10081.981817312144,Total,Total,Total,Total
6,2021-06-07,causal_1,3441.849315854911,Total,Total,Total,Total
6,2021-06-14,causal_1,217.83203827431183,Total,Total,Total,Total
6,2021-06-21,causal_1,25978.41244738547,Total,Total,Total,Total
6,2021-06-28,causal_1,5745.97754634284,Total,Total,Total,Total
6,2021-07-05,causal_1,25681.578206707294,Total,Total,Total,Total
6,2021-07-12,causal_1,3586.0514087774764,Total,Total,Total,Total
6,2021-07-19,causal_1,2692.55131317443,Total,Total,Total,Total
6,2021-07-26,causal_1,27472.267411595825,Total,Total,Total,Total
6,2021-08-02,causal_1,24176.103526004666,Total,Total,Total,Total
6,2021-08-09,causal_1,3447.473841913659,Total,Total,Total,Total
6,2021-08-16,causal_1,3963.421735604226,Total,Total,Total,Total
6,2021-08-23,causal_1,2181.145545309613,Total,Total,Total,Total
6,2021-08-30,causal_1,17723.335577722944,Total,Total,Total,Total
6,2021-09-06,causal_1,4111.380145989665,Total,Total,Total,Total
6,2021-09-13,causal_1,37733.91386947086,Total,Total,Total,Total
6,2021-09-20,causal_1,2062.9847928739314,Total,Total,Total,Total
6,2021-09-27,causal_1,520.6411123613907,Total,Total,Total,Total
6,2021-10-04,causal_1,5196.12507880827,Total,Total,Total,Total
6,2021-10-11,causal_1,7093.3810027767295,Total,Total,Total,Total
6,2021-10-18,causal_1,3709.4616031608775,Total,Total,Total,Total
6,2021-10-25,causal_1,4884.486723971198,Total,Total,Total,Total
6,2021-11-01,causal_1,3984.7985994248047,Total,Total,Total,Total
6,2021-11-08,causal_1,2288.385316986606,Total,Total,Total,Total
6,2021-11-15,causal_1,1757.213781795599,Total,Total,Total,Total
6,2021-11-22,causal_1,1605.2673153324868,Total,Total,Total,Total
6,2021-11-29,causal_1,21002.650261991348,Total,Total,Total,Total
6,2021-12-06,causal_1,832.0841091782175,Total,Total,Total,Total
6,2021-12-13,causal_1,5230.077693339911,Total,Total,Total,Total
6,2021-12-20,causal_1,6682.8601317430475,Total,Total,Total,Total
6,2021-12-27,causal_1,2992.5574660020043,Total,Total,Total,Total
6,2022-01-03,causal_1,73473.7966487808,Total,Total,Total,Total
6,2022-01-10,causal_1,19629.94962739911,Total,Total,Total,Total
6,2022-01-17,causal_1,10787.067163313213,Total,Total,Total,Total
6,2022-01-24,causal_1,9784.754479334813,Total,Total,Total,Total
6,2022-01-31,causal_1,16463.52933034168,Total,Total,Total,Total
6,2022-02-07,causal_1,9099.749413777383,Total,Total,Total,Total
6,2022-02-14,causal_1,16447.802864120986,Total,Total,Total,Total
6,2022-02-21,causal_1,15160.183247281977,Total,Total,Total,Total
6,2022-02-28,causal_1,43985.17952586641,Total,Total,Total,Total
6,2022-03-07,causal_1,17449.581582544866,Total,Total,Total,Total
6,2022-03-14,causal_1,7888.1901657707585,Total,Total,Total,Total
6,2022-03-21,causal_1,5841.0991489294065,Total,Total,Total,Total
6,2022-03-28,causal_1,14660.850720857745,Total,Total,Total,Total
6,2022-04-04,causal_1,3295.320929602658,Total,Total,Total,Total
6,2022-04-11,causal_1,21790.4701411312,Total,Total,Total,Total
6,2022-04-18,causal_1,11865.175829121412,Total,Total,Total,Total
6,2022-04-25,causal_1,5564.220880454932,Total,Total,Total,Total
6,2022-05-02,causal_1,6942.951074125261,Total,Total,Total,Total
6,2022-05-09,causal_1,6190.5595209529265,Total,Total,Total,Total
6,2022-05-16,causal_1,14266.050949355007,Total,Total,Total,Total
6,2022-05-23,causal_1,9047.580466423968,Total,Total,Total,Total
6,2022-05-30,causal_1,5774.555437576228,Total,Total,Total,Total
6,2022-06-06,causal_1,6070.072977337874,Total,Total,Total,Total
6,2022-06-13,causal_1,2891.65668537543,Total,Total,Total,Total
6,2022-06-20,causal_1,12478.974157115883,Total,Total,Total,Total
6,2022-06-27,causal_1,6539.324538597176,Total,Total,Total,Total
6,2022-07-04,causal_1,7616.75449691286,Total,Total,Total,Total
6,2022-07-11,causal_1,11493.261197871205,Total,Total,Total,Total
6,2022-07-18,causal_1,8755.952429057726,Total,Total,Total,Total
6,2022-07-25,causal_1,13626.5907815635,Total,Total,Total,Total
6,2022-08-01,causal_1,1815.1398994004612,Total,Total,Total,Total
6,2022-08-08,causal_1,3509.0358210134127,Total,Total,Total,Total
6,2022-08-15,causal_1,2894.9535640517875,Total,Total,Total,Total
6,2022-08-22,causal_1,4189.584441489251,Total,Total,Total,Total
6,2022-08-29,causal_1,1869.3834998863654,Total,Total,Total,Total
6,2022-09-05,causal_1,2711.4282247087954,Total,Total,Total,Total
6,2022-09-12,causal_1,5963.8166346059925,Total,Total,Total,Total
6,2022-09-19,causal_1,3599.8061811424545,Total,Total,Total,Total
6,2022-09-26,causal_1,845.8360921134686,Total,Total,Total,Total
6,2022-10-03,causal_1,22393.194172082425,Total,Total,Total,Total
6,2022-10-10,causal_1,16980.054660350732,Total,Total,Total,Total
6,2022-10-17,causal_1,11056.014005265548,Total,Total,Total,Total
6,2022-10-24,causal_1,6611.219633144515,Total,Total,Total,Total
6,2022-10-31,causal_1,4263.278735742623,Total,Total,Total,Total
